token,index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color,labels_short,type
963,963,O33 Maternal care for known or suspected disproportion,79,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O33,icdcodes
964,964,O34 Maternal care for known or suspected abnormality of pelvic organs,1663,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O34,icdcodes
965,965,O35 Maternal care for known or suspected foetal abnormality and damage,271,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O35,icdcodes
966,966,O36 Maternal care for other known or suspected foetal problems,1993,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O36,icdcodes
967,967,O40 Polyhydramnios,123,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O40,icdcodes
968,968,O41 Other disorders of amniotic fluid and membranes,262,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O41,icdcodes
969,969,O42 Premature rupture of membranes,1145,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O42,icdcodes
970,970,O43 Placental disorders,247,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O43,icdcodes
971,971,O44 Placenta praevia,207,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O44,icdcodes
972,972,O45 Premature separation of placenta [abruptio placentae],49,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O45,icdcodes
973,973,"O46 Antepartum haemorrhage, not elsewhere classified",679,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O46,icdcodes
974,974,O47 False labour,1103,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O47,icdcodes
975,975,O48 Prolonged pregnancy,1176,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O48,icdcodes
976,976,O60 Preterm delivery,793,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O60,icdcodes
977,977,O61 Failed induction of labour,157,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O61,icdcodes
978,978,O62 Abnormalities of forces of labour,449,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O62,icdcodes
979,979,O63 Long labour,1948,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O63,icdcodes
980,980,O64 Obstructed labour due to malposition and malpresentation of foetus,428,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O64,icdcodes
981,981,O65 Obstructed labour due to maternal pelvic abnormality,42,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O65,icdcodes
982,982,O66 Other obstructed labour,342,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O66,icdcodes
983,983,"O67 Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",117,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O67,icdcodes
984,984,O68 Labour and delivery complicated by foetal stress [distress],3448,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O68,icdcodes
985,985,O69 Labour and delivery complicated by umbilical cord complications,625,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O69,icdcodes
986,986,O70 Perineal laceration during delivery,5530,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O70,icdcodes
987,987,O71 Other obstetric trauma,236,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O71,icdcodes
988,988,O72 Postpartum haemorrhage,1691,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O72,icdcodes
989,989,"O73 Retained placenta and membranes, without haemorrhage",240,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O73,icdcodes
990,990,O74 Complications of anaesthesia during labour and delivery,27,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O74,icdcodes
991,991,"O75 Other complications of labour and delivery, not elsewhere classified",816,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O75,icdcodes
992,992,O80 Single spontaneous delivery,12271,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O80,icdcodes
993,993,O81 Single delivery by forceps and vacuum extractor,1578,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O81,icdcodes
994,994,O82 Single delivery by caesarean section,2292,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O82,icdcodes
995,995,O83 Other assisted single delivery,20,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O83,icdcodes
996,996,O84 Multiple delivery,29,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O84,icdcodes
997,997,O85 Puerperal sepsis,66,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O85,icdcodes
998,998,O86 Other puerperal infections,252,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O86,icdcodes
999,999,O87 Venous complications in the puerperium,116,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O87,icdcodes
1000,1000,O88 Obstetric embolism,13,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O88,icdcodes
1001,1001,O89 Complications of anaesthesia during the puerperium,24,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O89,icdcodes
1002,1002,"O90 Complications of the puerperium, not elsewhere classified",257,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O90,icdcodes
1003,1003,O91 Infections of breast associated with childbirth,265,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O91,icdcodes
1004,1004,O92 Other disorders of breast and lactation associated with childbirth,174,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O92,icdcodes
1005,1005,"O94 Sequelae of complication of pregnancy, childbirth and the puerperium",6,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O94,icdcodes
1006,1006,O96 Death from any obstetric cause occurring more than 42 days but less than one year after delivery,1,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O96,icdcodes
1007,1007,"O98 Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",72,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O98,icdcodes
1008,1008,"O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",2091,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2,O99,icdcodes
1009,1009,P00 Foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,6,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P00,icdcodes
1010,1010,"P02 Foetus and newborn affected by complications of placenta, cord and membranes",7,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P02,icdcodes
1011,1011,P03 Foetus and newborn affected by other complications of labour and delivery,132,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P03,icdcodes
1012,1012,P04 Foetus and newborn affected by noxious influences transmitted via placenta or breast milk,1,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P04,icdcodes
1013,1013,P05 Slow foetal growth and foetal malnutrition,5,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P05,icdcodes
1014,1014,"P07 Disorders related to short gestation and low birth weight, not elsewhere classified",25,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P07,icdcodes
1015,1015,P08 Disorders related to long gestation and high birth weight,8,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P08,icdcodes
1016,1016,P10 Intracranial laceration and haemorrhage due to birth injury,2,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P10,icdcodes
1017,1017,P11 Other birth injuries to central nervous system,4,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P11,icdcodes
1018,1018,P12 Birth injury to scalp,3,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P12,icdcodes
1019,1019,P13 Birth injury to skeleton,4,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P13,icdcodes
1020,1020,P14 Birth injury to peripheral nervous system,16,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P14,icdcodes
1021,1021,P15 Other birth injuries,13,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P15,icdcodes
1022,1022,P20 Intra-uterine hypoxia,7,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P20,icdcodes
1023,1023,P21 Birth asphyxia,2,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P21,icdcodes
1024,1024,P22 Respiratory distress of newborn,5,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P22,icdcodes
1025,1025,P23 Congenital pneumonia,1,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P23,icdcodes
1026,1026,P24 Neonatal aspiration syndromes,2,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P24,icdcodes
1027,1027,P25 Interstitial emphysema and related conditions originating in the perinatal period,2,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P25,icdcodes
1028,1028,P26 Pulmonary haemorrhage originating in the perinatal period,1,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P26,icdcodes
1029,1029,P27 Chronic respiratory disease originating in the perinatal period,1,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P27,icdcodes
1030,1030,P28 Other respiratory conditions originating in the perinatal period,16,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P28,icdcodes
1031,1031,P29 Cardiovascular disorders originating in the perinatal period,10,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P29,icdcodes
1032,1032,P35 Congenital viral diseases,15,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P35,icdcodes
1033,1033,P36 Bacterial sepsis of newborn,27,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P36,icdcodes
1034,1034,P37 Other congenital infectious and parasitic diseases,15,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P37,icdcodes
1035,1035,P38 Omphalitis of newborn with or without mild haemorrhage,17,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P38,icdcodes
1036,1036,P39 Other infections specific to the perinatal period,13,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P39,icdcodes
1037,1037,P50 Foetal blood loss,1,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P50,icdcodes
1038,1038,P51 Umbilical haemorrhage of newborn,6,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P51,icdcodes
1039,1039,P52 Intracranial nontraumatic haemorrhage of foetus and newborn,1,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P52,icdcodes
1040,1040,P53 Haemorrhagic disease of foetus and newborn,2,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P53,icdcodes
1041,1041,P54 Other neonatal haemorrhages,8,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P54,icdcodes
1042,1042,P55 Haemolytic disease of foetus and newborn,8,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P55,icdcodes
1043,1043,P58 Neonatal jaundice due to other excessive haemolysis,3,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P58,icdcodes
1044,1044,P59 Neonatal jaundice from other and unspecified causes,20,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P59,icdcodes
1045,1045,P61 Other perinatal haematological disorders,4,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P61,icdcodes
1046,1046,P70 Transitory disorders of carbohydrate metabolism specific to foetus and newborn,2,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P70,icdcodes
1047,1047,P71 Transitory neonatal disorders of calcium and magnesium metabolism,1,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P71,icdcodes
1048,1048,P78 Other perinatal digestive system disorders,1,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P78,icdcodes
1049,1049,P83 Other conditions of integument specific to foetus and newborn,9,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P83,icdcodes
1050,1050,P91 Other disturbances of cerebral status of newborn,,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P91,icdcodes
1051,1051,P92 Feeding problems of newborn,11,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P92,icdcodes
1052,1052,P94 Disorders of muscle tone of newborn,3,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P94,icdcodes
1053,1053,P95 Foetal death of unspecified cause,113,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P95,icdcodes
1054,1054,P96 Other conditions originating in the perinatal period,171,XVI. Certain conditions originating in the perinatal period,XVI. Perinatal Conditions,#f7b6d2,P96,icdcodes
1055,1055,Q00 Anencephaly and similar malformations,4,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q00,icdcodes
1056,1056,Q01 Encephalocele,11,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q01,icdcodes
1057,1057,Q02 Microcephaly,2,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q02,icdcodes
1058,1058,Q03 Congenital hydrocephalus,29,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q03,icdcodes
1059,1059,Q04 Other congenital malformations of brain,71,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q04,icdcodes
1060,1060,Q05 Spina bifida,311,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q05,icdcodes
1061,1061,Q06 Other congenital malformations of spinal cord,34,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q06,icdcodes
1062,1062,Q07 Other congenital malformations of nervous system,129,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q07,icdcodes
1063,1063,"Q10 Congenital malformations of eyelid, lachrymal apparatus and orbit",122,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q10,icdcodes
1064,1064,"Q11 Anophthalmos, microphthalmos and macrophthalmos",25,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q11,icdcodes
1065,1065,Q12 Congenital lens malformations,245,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q12,icdcodes
1066,1066,Q13 Congenital malformations of anterior segment of eye,49,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q13,icdcodes
1067,1067,Q14 Congenital malformations of posterior segment of eye,237,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q14,icdcodes
1068,1068,Q15 Other congenital malformations of eye,45,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q15,icdcodes
1069,1069,Q16 Congenital malformations of ear causing impairment of hearing,56,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q16,icdcodes
1070,1070,Q17 Other congenital malformations of ear,110,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q17,icdcodes
1071,1071,Q18 Other congenital malformations of face and neck,208,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q18,icdcodes
1072,1072,Q20 Congenital malformations of cardiac chambers and connexions,21,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q20,icdcodes
1073,1073,Q21 Congenital malformations of cardiac septa,1013,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q21,icdcodes
1074,1074,Q22 Congenital malformations of pulmonary and tricuspid valves,47,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q22,icdcodes
1075,1075,Q23 Congenital malformations of aortic and mitral valves,530,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q23,icdcodes
1076,1076,Q24 Other congenital malformations of heart,334,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q24,icdcodes
1077,1077,Q25 Congenital malformations of great arteries,217,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q25,icdcodes
1078,1078,Q26 Congenital malformations of great veins,36,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q26,icdcodes
1079,1079,Q27 Other congenital malformations of peripheral vascular system,245,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q27,icdcodes
1080,1080,Q28 Other congenital malformations of circulatory system,195,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q28,icdcodes
1081,1081,Q30 Congenital malformations of nose,82,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q30,icdcodes
1082,1082,Q31 Congenital malformations of larynx,52,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q31,icdcodes
1083,1083,Q32 Congenital malformations of trachea and bronchus,13,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q32,icdcodes
1084,1084,Q33 Congenital malformations of lung,57,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q33,icdcodes
1085,1085,Q34 Other congenital malformations of respiratory system,11,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q34,icdcodes
1086,1086,Q35 Cleft palate,33,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q35,icdcodes
1087,1087,Q36 Cleft lip,9,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q36,icdcodes
1088,1088,Q37 Cleft palate with cleft lip,31,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q37,icdcodes
1089,1089,"Q38 Other congenital malformations of tongue, mouth and pharynx",464,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q38,icdcodes
1090,1090,Q39 Congenital malformations of oesophagus,198,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q39,icdcodes
1091,1091,Q40 Other congenital malformations of upper alimentary tract,214,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q40,icdcodes
1092,1092,"Q41 Congenital absence, atresia and stenosis of small intestine",5,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q41,icdcodes
1093,1093,"Q42 Congenital absence, atresia and stenosis of large intestine",20,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q42,icdcodes
1094,1094,Q43 Other congenital malformations of intestine,402,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q43,icdcodes
1095,1095,"Q44 Congenital malformations of gallbladder, bile ducts and liver",219,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q44,icdcodes
1096,1096,Q45 Other congenital malformations of digestive system,50,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q45,icdcodes
1097,1097,"Q50 Congenital malformations of ovaries, fallopian tubes and broad ligaments",251,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q50,icdcodes
1098,1098,Q51 Congenital malformations of uterus and cervix,279,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q51,icdcodes
1099,1099,Q52 Other congenital malformations of female genitalia,172,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q52,icdcodes
1100,1100,Q53 Undescended testicle,475,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q53,icdcodes
1101,1101,Q54 Hypospadias,206,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q54,icdcodes
1102,1102,Q55 Other congenital malformations of male genital organs,134,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q55,icdcodes
1103,1103,Q56 Indeterminate sex and pseudohermaphroditism,2,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q56,icdcodes
1104,1104,Q60 Renal agenesis and other reduction defects of kidney,269,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q60,icdcodes
1105,1105,Q61 Cystic kidney disease,800,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q61,icdcodes
1106,1106,Q62 Congenital obstructive defects of renal pelvis and congenital malformations of ureter,133,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q62,icdcodes
1107,1107,Q63 Other congenital malformations of kidney,509,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q63,icdcodes
1108,1108,Q64 Other congenital malformations of urinary system,150,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q64,icdcodes
1109,1109,Q65 Congenital deformities of hip,261,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q65,icdcodes
1110,1110,Q66 Congenital deformities of feet,918,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q66,icdcodes
1111,1111,"Q67 Congenital musculoskeletal deformities of head, face, spine and chest",228,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q67,icdcodes
1112,1112,Q68 Other congenital musculoskeletal deformities,86,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q68,icdcodes
1113,1113,Q69 Polydactyly,11,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q69,icdcodes
1114,1114,Q70 Syndactyly,39,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q70,icdcodes
1115,1115,Q71 Reduction defects of upper limb,25,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q71,icdcodes
1116,1116,Q72 Reduction defects of lower limb,39,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q72,icdcodes
1117,1117,Q73 Reduction defects of unspecified limb,9,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q73,icdcodes
1118,1118,Q74 Other congenital malformations of limbs,210,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q74,icdcodes
1119,1119,Q75 Other congenital malformations of skull and face bones,33,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q75,icdcodes
1120,1120,Q76 Congenital malformations of spine and bony thorax,662,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q76,icdcodes
1121,1121,Q77 Osteochondrodysplasia with defects of growth of tubular bones and spine,31,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q77,icdcodes
1122,1122,Q78 Other osteochondrodysplasias,158,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q78,icdcodes
1123,1123,"Q79 Congenital malformations of musculoskeletal system, not elsewhere classified",250,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q79,icdcodes
1124,1124,Q80 Congenital ichthyosis,94,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q80,icdcodes
1125,1125,Q81 Epidermolysis bullosa,25,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q81,icdcodes
1126,1126,Q82 Other congenital malformations of skin,1305,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q82,icdcodes
1127,1127,Q83 Congenital malformations of breast,129,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q83,icdcodes
1128,1128,Q84 Other congenital malformations of integument,91,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q84,icdcodes
1129,1129,"Q85 Phakomatoses, not elsewhere classified",274,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5,Q85,icdcodes
