token,index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color,labels_short,type
527,527,I44 Atrioventricular and left bundle-branch block,8252,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I44,icdcodes
528,528,I45 Other conduction disorders,5220,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I45,icdcodes
529,529,I46 Cardiac arrest,2053,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I46,icdcodes
530,530,I47 Paroxysmal tachycardia,5902,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I47,icdcodes
531,531,I48 Atrial fibrillation and flutter,26754,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I48,icdcodes
532,532,I49 Other cardiac arrhythmias,9073,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I49,icdcodes
533,533,I50 Heart failure,12273,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I50,icdcodes
534,534,I51 Complications and ill-defined descriptions of heart disease,11738,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I51,icdcodes
535,535,I52 Other heart disorders in diseases classified elsewhere,3,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I52,icdcodes
536,536,I60 Subarachnoid haemorrhage,1444,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I60,icdcodes
537,537,I61 Intracerebral haemorrhage,1515,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I61,icdcodes
538,538,I62 Other nontraumatic intracranial haemorrhage,810,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I62,icdcodes
539,539,I63 Cerebral infarction,6548,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I63,icdcodes
540,540,"I64 Stroke, not specified as haemorrhage or infarction",7259,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I64,icdcodes
541,541,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",1932,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I65,icdcodes
542,542,"I66 Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",148,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I66,icdcodes
543,543,I67 Other cerebrovascular diseases,6667,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I67,icdcodes
544,544,I68 Cerebrovascular disorders in diseases classified elsewhere,98,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I68,icdcodes
545,545,I69 Sequelae of cerebrovascular disease,2368,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I69,icdcodes
546,546,I70 Atherosclerosis,2545,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I70,icdcodes
547,547,I71 Aortic aneurysm and dissection,3186,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I71,icdcodes
548,548,I72 Other aneurysm,1085,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I72,icdcodes
549,549,I73 Other peripheral vascular diseases,10044,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I73,icdcodes
550,550,I74 Arterial embolism and thrombosis,1539,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I74,icdcodes
551,551,I77 Other disorders of arteries and arterioles,2501,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I77,icdcodes
552,552,I78 Diseases of capillaries,2287,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I78,icdcodes
553,553,"I79 Disorders of arteries, arterioles and capillaries in diseases classified elsewhere",130,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I79,icdcodes
554,554,I80 Phlebitis and thrombophlebitis,14550,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I80,icdcodes
555,555,I81 Portal vein thrombosis,321,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I81,icdcodes
556,556,I82 Other venous embolism and thrombosis,971,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I82,icdcodes
557,557,I83 Varicose veins of lower extremities,19156,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I83,icdcodes
558,558,I84 Haemorrhoids,25572,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I84,icdcodes
559,559,I85 Oesophageal varices,895,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I85,icdcodes
560,560,I86 Varicose veins of other sites,1763,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I86,icdcodes
561,561,I87 Other disorders of veins,1498,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I87,icdcodes
562,562,I88 Nonspecific lymphadenitis,375,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I88,icdcodes
563,563,I89 Other non-infective disorders of lymphatic vessels and lymph nodes,2065,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I89,icdcodes
564,564,I95 Hypotension,13253,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I95,icdcodes
565,565,"I97 Postprocedural disorders of circulatory system, not elsewhere classified",310,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I97,icdcodes
566,566,I98 Other disorders of circulatory system in diseases classified elsewhere,439,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I98,icdcodes
567,567,I99 Other and unspecified disorders of circulatory system,464,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,I99,icdcodes
568,568,J00 Acute nasopharyngitis [common cold],4438,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J00,icdcodes
569,569,J01 Acute sinusitis,19711,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J01,icdcodes
570,570,J02 Acute pharyngitis,19269,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J02,icdcodes
571,571,J03 Acute tonsillitis,13235,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J03,icdcodes
572,572,J04 Acute laryngitis and tracheitis,3656,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J04,icdcodes
573,573,J05 Acute obstructive laryngitis [croup] and epiglottitis,137,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J05,icdcodes
574,574,J06 Acute upper respiratory infections of multiple and unspecified sites,41759,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J06,icdcodes
575,575,J09 Influenza due to certain identified influenza virus,21,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J09,icdcodes
576,576,J10 Influenza due to identified influenza virus,1252,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J10,icdcodes
577,577,"J11 Influenza, virus not identified",8880,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J11,icdcodes
578,578,"J12 Viral pneumonia, not elsewhere classified",710,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J12,icdcodes
579,579,J13 Pneumonia due to streptococcus pneumoniae,844,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J13,icdcodes
580,580,J14 Pneumonia due to haemophilus influenzae,181,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J14,icdcodes
581,581,"J15 Bacterial pneumonia, not elsewhere classified",1096,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J15,icdcodes
582,582,"J16 Pneumonia due to other infectious organisms, not elsewhere classified",83,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J16,icdcodes
583,583,J17 Pneumonia in diseases classified elsewhere,273,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J17,icdcodes
584,584,"J18 Pneumonia, organism unspecified",25641,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J18,icdcodes
585,585,J20 Acute bronchitis,4413,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J20,icdcodes
586,586,J21 Acute bronchiolitis,128,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J21,icdcodes
587,587,J22 Unspecified acute lower respiratory infection,50475,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J22,icdcodes
588,588,J30 Vasomotor and allergic rhinitis,39299,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J30,icdcodes
589,589,"J31 Chronic rhinitis, nasopharyngitis and pharyngitis",5563,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J31,icdcodes
590,590,J32 Chronic sinusitis,10710,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J32,icdcodes
591,591,J33 Nasal polyp,6118,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J33,icdcodes
592,592,J34 Other disorders of nose and nasal sinuses,14219,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J34,icdcodes
593,593,J35 Chronic diseases of tonsils and adenoids,1510,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J35,icdcodes
594,594,J36 Peritonsillar abscess,746,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J36,icdcodes
595,595,J37 Chronic laryngitis and laryngotracheitis,476,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J37,icdcodes
596,596,"J38 Diseases of vocal cords and larynx, not elsewhere classified",2873,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J38,icdcodes
597,597,J39 Other diseases of upper respiratory tract,1500,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J39,icdcodes
598,598,"J40 Bronchitis, not specified as acute or chronic",7687,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J40,icdcodes
599,599,J41 Simple and mucopurulent chronic bronchitis,95,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J41,icdcodes
600,600,J42 Unspecified chronic bronchitis,559,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J42,icdcodes
601,601,J43 Emphysema,3676,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J43,icdcodes
602,602,J44 Other chronic obstructive pulmonary disease,16863,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J44,icdcodes
603,603,J45 Asthma,57082,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J45,icdcodes
604,604,J46 Status asthmaticus,438,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J46,icdcodes
605,605,J47 Bronchiectasis,4584,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J47,icdcodes
606,606,J60 Coalworker's pneumoconiosis,42,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J60,icdcodes
607,607,J61 Pneumoconiosis due to asbestos and other mineral fibres,537,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J61,icdcodes
608,608,J62 Pneumoconiosis due to dust containing silica,17,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J62,icdcodes
609,609,J63 Pneumoconiosis due to other inorganic dusts,25,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J63,icdcodes
610,610,J64 Unspecified pneumoconiosis,48,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J64,icdcodes
611,611,J66 Airway disease due to specific organic dust,2,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J66,icdcodes
612,612,J67 Hypersensitivity pneumonitis due to organic dust,192,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J67,icdcodes
613,613,"J68 Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",27,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J68,icdcodes
614,614,J69 Pneumonitis due to solids and liquids,1997,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J69,icdcodes
615,615,J70 Respiratory conditions due to other external agents,132,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J70,icdcodes
616,616,J80 Adult respiratory distress syndrome,300,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J80,icdcodes
617,617,J81 Pulmonary oedema,981,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J81,icdcodes
618,618,"J82 Pulmonary eosinophilia, not elsewhere classified",160,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J82,icdcodes
619,619,J84 Other interstitial pulmonary diseases,2768,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J84,icdcodes
620,620,J85 Abscess of lung and mediastinum,185,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J85,icdcodes
621,621,J86 Pyothorax,565,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J86,icdcodes
622,622,"J90 Pleural effusion, not elsewhere classified",10870,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J90,icdcodes
623,623,J91 Pleural effusion in conditions classified elsewhere,337,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J91,icdcodes
624,624,J92 Pleural plaque,1863,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J92,icdcodes
625,625,J93 Pneumothorax,2600,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J93,icdcodes
626,626,J94 Other pleural conditions,617,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J94,icdcodes
627,627,"J95 Postprocedural respiratory disorders, not elsewhere classified",584,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J95,icdcodes
628,628,"J96 Respiratory failure, not elsewhere classified",5384,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J96,icdcodes
629,629,J98 Other respiratory disorders,15500,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J98,icdcodes
630,630,J99 Respiratory disorders in diseases classified elsewhere,386,X. Diseases of the respiratory system,X. Respiratory Diseases,#17becf,J99,icdcodes
631,631,K00 Disorders of tooth development and eruption,231,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K00,icdcodes
632,632,K01 Embedded and impacted teeth,2238,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K01,icdcodes
633,633,K02 Dental caries,4787,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K02,icdcodes
634,634,K03 Other diseases of hard tissues of teeth,144,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K03,icdcodes
635,635,K04 Diseases of pulp and periapical tissues,6683,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K04,icdcodes
636,636,K05 Gingivitis and periodontal diseases,1672,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K05,icdcodes
637,637,K06 Other disorders of gingiva and edentulous alveolar ridge,616,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K06,icdcodes
638,638,K07 Dentofacial anomalies [including malocclusion],2138,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K07,icdcodes
639,639,K08 Other disorders of teeth and supporting structures,3951,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K08,icdcodes
640,640,"K09 Cysts of oral region, not elsewhere classified",749,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K09,icdcodes
641,641,K10 Other diseases of jaws,1552,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K10,icdcodes
642,642,K11 Diseases of salivary glands,2837,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K11,icdcodes
643,643,K12 Stomatitis and related lesions,3358,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K12,icdcodes
644,644,K13 Other diseases of lip and oral mucosa,6075,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K13,icdcodes
645,645,K14 Diseases of tongue,3097,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K14,icdcodes
646,646,K20 Oesophagitis,13664,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K20,icdcodes
647,647,K21 Gastro-oesophageal reflux disease,57621,XI. Diseases of the digestive system,XI. Digestive Diseases,#8c564b,K21,icdcodes
